Station,River,Drainage_b,Latitude,Longitude,Area_sim_km2,Type,Validation,COMID,watershed,subbasin,Country,Climate
Onilahy_onilahy_km0025,Onilahy,Onilahy,-23.4548,43.9051,38551.32,Operational,Automatic,7100419,africa,geoglows,Madagascar,Arid
Onilahy_onilahy_km0084,Onilahy,Onilahy,-23.5284,44.3064,33723.39,Operational,Automatic,7100428,africa,geoglows,Madagascar,Arid
Onilahy_onilahy_km0097,Onilahy,Onilahy,-23.5653,44.3894,33723.39,Operational,Automatic,7100428,africa,geoglows,Madagascar,Arid
Onilahy_onilahy_km0148,Onilahy,Onilahy,-23.5487,44.7691,28946.52,Operational,Automatic,7100468,africa,geoglows,Madagascar,Arid
Orange_caledon_km2021,Caledon,Orange,-29.1526,27.6172,11040.44,Operational,Automatic,7104721,africa,geoglows,Lesotho,Temperate
Orange_orange_km0295,Orange,Orange,-28.7525,17.6916,1004246.86,Operational,Automatic,7104378,africa,geoglows,South Africa,Arid
Orange_orange_km0297,Orange,Orange,-28.7459,17.7074,1004246.86,Operational,Automatic,7104378,africa,geoglows,South Africa,Arid
Orange_orange_km0352,Orange,Orange,-28.897,18.1354,5922.07,Operational,Automatic,7104515,africa,geoglows,South Africa,Arid
Orange_orange_km0360,Orange,Orange,-28.9111,18.2037,991721.64,Operational,Automatic,7104477,africa,geoglows,South Africa,Arid
Orange_orange_km0411,Orange,Orange,-28.8436,18.6514,980710.59,Operational,Automatic,7104424,africa,geoglows,South Africa,Arid
Orange_orange_km0460,Orange,Orange,-28.9454,19.0574,979412.02,Operational,Automatic,7104505,africa,geoglows,South Africa,Arid
Orange_orange_km0547,Orange,Orange,-28.5948,19.5196,969390.39,Operational,Automatic,7104261,africa,geoglows,South Africa,Arid
Orange_orange_km0565,Orange,Orange,-28.5174,19.6386,957964.97,Operational,Automatic,7104224,africa,geoglows,South Africa,Arid
Orange_orange_km0604,Orange,Orange,-28.4375,19.9464,955055.88,Operational,Automatic,7104167,africa,geoglows,South Africa,Arid
Orange_orange_km0623,Orange,Orange,-28.4789,20.1176,951100.77,Operational,Automatic,7104215,africa,geoglows,South Africa,Arid
Orange_orange_km0679,Orange,Orange,-28.7311,20.5154,561724,Operational,Automatic,7104341,africa,geoglows,South Africa,Arid
Orange_orange_km0729,Orange,Orange,-28.7361,20.9549,451949.22,Operational,Automatic,7104326,africa,geoglows,South Africa,Arid
Orange_orange_km0893,Orange,Orange,-28.8336,21.8916,439041.67,Operational,Expert,7104447,africa,geoglows,South Africa,Arid
Orange_orange_km0897,Orange,Orange,-28.8231,21.9196,439041.67,Operational,Automatic,7104447,africa,geoglows,South Africa,Arid
Orange_orange_km1025,Orange,Orange,-29.4458,22.5549,420767.66,Operational,Expert,7104781,africa,geoglows,South Africa,Arid
Orange_orange_km1136,Orange,Orange,-29.4161,23.0146,375723.71,Operational,Automatic,7104776,africa,geoglows,South Africa,Arid
Orange_orange_km1159,Orange,Orange,-29.3554,23.1536,373654.56,Operational,Automatic,7104733,africa,geoglows,South Africa,Arid
Orange_orange_km1199,Orange,Orange,-29.2148,23.4264,369428.41,Operational,Automatic,7104661,africa,geoglows,South Africa,Arid
Orange_orange_km1240,Orange,Orange,-29.1044,23.6904,130608.92,Operational,Automatic,7104688,africa,geoglows,South Africa,Arid
Orange_orange_km1316,Orange,Orange,-29.5494,24.0361,128962.52,Operational,Automatic,7104844,africa,geoglows,South Africa,Arid
Orange_orange_km1391,Orange,Orange,-29.8438,24.5316,121394.18,Operational,Automatic,7105031,africa,geoglows,South Africa,Arid
Orange_orange_km1506,Orange,Orange,-30.4481,25.1609,100127.14,Operational,Automatic,7105289,africa,geoglows,South Africa,Arid
Orange_orange_km1511,Orange,Orange,-30.4785,25.1751,100127.14,Operational,Automatic,7105289,africa,geoglows,South Africa,Arid
Orange_orange_km1512,Orange,Orange,-30.4846,25.1849,100127.14,Operational,Automatic,7105289,africa,geoglows,South Africa,Arid
Orange_orange_km1650,Orange,Orange,-30.5199,26.1086,57869.64,Operational,Expert,7105320,africa,geoglows,South Africa,Arid
Orange_orange_km1729,Orange,Orange,-30.6609,26.6274,50285.77,Operational,Expert,7105404,africa,geoglows,South Africa,Arid
Orange_orange-River-Oranje_km0031,Orange-river-oranje,Orange,-28.4712,16.6816,1127347.08,Operational,Automatic,7104243,africa,geoglows,South Africa,Arid
Orange_orange-River-Oranje_km0122,Orange-river-oranje,Orange,-28.0766,16.9504,1122977.15,Operational,Automatic,7103974,africa,geoglows,Namibia,Arid
Orange_senqu_km1805,Senqu,Orange,-30.5371,27.0414,35443.59,Operational,Automatic,7105347,africa,geoglows,South Africa,Temperate
Orange_senqu_km1912,Senqu,Orange,-30.314,27.4654,27772.26,Operational,Automatic,7105253,africa,geoglows,Lesotho,Temperate
Orange_senqu_km1917,Senqu,Orange,-30.3511,27.4754,27772.26,Operational,Automatic,7105253,africa,geoglows,South Africa,Temperate
Orange_senqu_km1928,Senqu,Orange,-30.3958,27.5451,27772.26,Operational,Automatic,7105253,africa,geoglows,South Africa,Temperate
Orange_senqu_km2059,Senqu,Orange,-30.0681,28.1044,20041.49,Operational,Automatic,7105109,africa,geoglows,Lesotho,Temperate
Orange_vaal_km1353,Vaal,Orange,-28.5401,24.1799,262.77,Operational,Automatic,7104237,africa,geoglows,South Africa,Arid
Orange_vaal_km1457,Vaal,Orange,-28.4876,24.6351,148226.23,Operational,Automatic,7104265,africa,geoglows,South Africa,Arid
Orange_vaal_km1541,Vaal,Orange,-28.0981,24.8949,143840.81,Operational,Automatic,7104096,africa,geoglows,South Africa,Arid
Orange_vaal_km1554,Vaal,Orange,-28.0808,24.9926,142976.62,Operational,Automatic,7103958,africa,geoglows,South Africa,Arid
Orange_vaal_km1632,Vaal,Orange,-27.7097,25.4634,137995.9,Operational,Automatic,7103708,africa,geoglows,South Africa,Arid
Orange_vaal_km1767,Vaal,Orange,-27.4564,26.2319,104054.23,Operational,Automatic,7103624,africa,geoglows,South Africa,Arid
Orange_vaal_km1810,Vaal,Orange,-27.3801,26.4854,91466.92,Operational,Automatic,7103498,africa,geoglows,South Africa,Arid
Orange_vaal_km1867,Vaal,Orange,-27.1004,26.5589,89105.33,Operational,Automatic,7103327,africa,geoglows,South Africa,Arid
Orange_vaal_km1878,Vaal,Orange,-27.0404,26.5901,89105.33,Operational,Expert,7103327,africa,geoglows,South Africa,Arid
Orange_vaal_km1937,Vaal,Orange,-26.9001,26.922,70631,Operational,Automatic,7103225,africa,geoglows,South Africa,Arid
Orange_vaal_km1954,Vaal,Orange,-26.9359,27.0304,63142.35,Operational,Automatic,7103238,africa,geoglows,South Africa,Arid
Orange_wilger_km2275,Wilger,Orange,-27.3111,28.5311,13691.38,Operational,Automatic,7103463,africa,geoglows,South Africa,Temperate
Oued-Guir_oued-Guir_km0347,Oued-guir,Oued-guir,30.6829,-2.3434,58248.71,Operational,Automatic,7004685,africa,geoglows,Algeria,Arid
Oued-Moulouya_oued-Moulouya_km0001,Oued-moulouya,Oued-moulouya,35.1126,-2.3471,78596.94,Operational,Automatic,7000728,africa,geoglows,Morocco,Arid
Oued-Oum-Rbia_oued-Oum-Rbia_km0034,Oued-oum-rbia,Oued-oum-rbia,33.2129,-8.1701,49669.48,Operational,Automatic,7001999,africa,geoglows,Morocco,Temperate
Oued-Oum-Rbia_oued-Oum-Rbia_km0173,Oued-oum-rbia,Oued-oum-rbia,32.6681,-7.8589,43946.03,Operational,Automatic,7002340,africa,geoglows,Morocco,Arid
Oueme_oueme_km0125,Oueme,Oueme,7.0559,2.4324,40298.89,Operational,Expert,7058836,africa,geoglows,Benin,Tropical
Oueme_oueme_km0245,Oueme,Oueme,7.8561,2.3905,24918.91,Operational,Expert,7056809,africa,geoglows,Benin,Tropical
Pangani_pangani_km0045,Pangani,Pangani,-5.4051,38.7591,40779.55,Operational,Automatic,7079628,africa,geoglows,Tanzania,Tropical
Pangani_pangani_km0053,Pangani,Pangani,-5.4211,38.7139,40779.55,Operational,Automatic,7079628,africa,geoglows,Tanzania,Tropical
Pra_pra_km0201,Pra,Pra,5.9055,-1.3118,9326.62,Operational,Automatic,7061768,africa,geoglows,Ghana,Tropical
Pungue_pungue_km0024,Pungue,Pungue,-19.5649,34.5315,29455.67,Operational,Automatic,7096300,africa,geoglows,Mozambique,Tropical
Pungue_pungue_km0035,Pungue,Pungue,-19.4948,34.5256,29124.69,Operational,Automatic,7096239,africa,geoglows,Mozambique,Tropical
Pungue_pungue_km0052,Pungue,Pungue,-19.3849,34.5614,29124.69,Operational,Automatic,7096239,africa,geoglows,Mozambique,Tropical
Pungue_pungue_km0113,Pungue,Pungue,-19.0577,34.4134,17903,Operational,Automatic,7095843,africa,geoglows,Mozambique,Tropical
Pungue_pungue_km0149,Pungue,Pungue,-19.0336,34.1854,17903,Operational,Automatic,7095843,africa,geoglows,Mozambique,Tropical
Rovuma_lugenda_km0343,Lugenda,Rovuma,-12.0551,38.3894,58074.34,Operational,Automatic,7087106,africa,geoglows,Mozambique,Tropical
Rovuma_lugenda_km0385,Lugenda,Rovuma,-12.2021,38.1208,51390.23,Operational,Automatic,7087244,africa,geoglows,Mozambique,Tropical
Rovuma_lugenda_km0406,Lugenda,Rovuma,-12.2285,37.9596,48589.26,Operational,Expert,7087274,africa,geoglows,Mozambique,Tropical
Rovuma_lugenda_km0467,Lugenda,Rovuma,-12.4591,37.5446,39382.02,Operational,Automatic,7087553,africa,geoglows,Mozambique,Tropical
Rovuma_lugenda_km0533,Lugenda,Rovuma,-12.6541,37.1221,35252.01,Operational,Expert,7087783,africa,geoglows,Mozambique,Tropical
Rovuma_lugenda_km0539,Lugenda,Rovuma,-12.6406,37.0849,35252.01,Operational,Expert,7087783,africa,geoglows,Mozambique,Tropical
Rovuma_lugenda_km0614,Lugenda,Rovuma,-12.9766,36.7276,27892.32,Operational,Automatic,7088153,africa,geoglows,Mozambique,Tropical
Rovuma_lugenda_km0685,Lugenda,Rovuma,-13.3675,36.3489,20110.32,Operational,Automatic,7088633,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0005,Rovuma,Rovuma,-10.5431,40.3797,162791.5,Operational,Automatic,7085407,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0008,Rovuma,Rovuma,-10.5649,40.3624,162791.5,Operational,Automatic,7085407,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0065,Rovuma,Rovuma,-10.8267,39.9776,160310.05,Operational,Automatic,7085732,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0086,Rovuma,Rovuma,-10.8933,39.8244,160310.05,Operational,Automatic,7085732,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0121,Rovuma,Rovuma,-10.9746,39.5446,158661.9,Operational,Expert,7085837,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0157,Rovuma,Rovuma,-11.1406,39.2976,157317.65,Operational,Expert,7085980,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0173,Rovuma,Rovuma,-11.1616,39.1826,155833.21,Operational,Expert,7086018,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0181,Rovuma,Rovuma,-11.1533,39.1164,153408.85,Operational,Automatic,7086000,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0220,Rovuma,Rovuma,-11.2318,38.8091,145696.56,Operational,Automatic,7086128,africa,geoglows,Tanzania,Tropical
Rovuma_rovuma_km0237,Rovuma,Rovuma,-11.2769,38.6774,145067.16,Operational,Expert,7086133,africa,geoglows,Tanzania,Tropical
Rovuma_rovuma_km0289,Rovuma,Rovuma,-11.3274,38.3199,78163.08,Operational,Expert,7086217,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0374,Rovuma,Rovuma,-11.4499,37.781,59640.55,Operational,Expert,7086347,africa,geoglows,Tanzania,Tropical
Rovuma_rovuma_km0446,Rovuma,Rovuma,-11.6548,37.3101,52123.18,Operational,Expert,7086610,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0504,Rovuma,Rovuma,-11.5837,36.8586,48279.28,Operational,Automatic,7086509,africa,geoglows,Tanzania,Tropical
Rovuma_rovuma_km0580,Rovuma,Rovuma,-11.6836,36.4326,39413.48,Operational,Automatic,7086645,africa,geoglows,Tanzania,Tropical
Rovuma_rovuma_km0590,Rovuma,Rovuma,-11.7054,36.3637,38581.42,Operational,Expert,7086644,africa,geoglows,Tanzania,Tropical
Rovuma_rovuma_km0677,Rovuma,Rovuma,-11.4511,35.9544,24600.01,Operational,Automatic,7086332,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0686,Rovuma,Rovuma,-11.4369,35.9084,24600.01,Operational,Expert,7086332,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0770,Rovuma,Rovuma,-11.5786,35.4734,14870.9,Operational,Automatic,7086478,africa,geoglows,Tanzania,Tropical
Rovuma_rovuma_km0772,Rovuma,Rovuma,-11.5788,35.4586,14870.9,Operational,Automatic,7086478,africa,geoglows,Mozambique,Tropical
Rovuma_rovuma_km0894,Rovuma,Rovuma,-14.6859,35.8691,1292.19,Operational,Expert,7090163,africa,geoglows,Malawi,Tropical
Rovuma_rovuma-Trib-01_km0355,Rovuma-trib-01,Rovuma,-11.1727,37.8874,10748.34,Operational,Automatic,7086099,africa,geoglows,Tanzania,Tropical
Rufiji_great-Ruaha_km0315,Great-ruaha,Rufiji,-7.8505,37.4356,86046.82,Operational,Automatic,7082364,africa,geoglows,Tanzania,Tropical
Rufiji_great-Ruaha_km0500,Great-ruaha,Rufiji,-7.3226,36.3799,76340.98,Operational,Automatic,7081814,africa,geoglows,Tanzania,Tropical
Rufiji_kilombero_km0407,Kilombero,Rufiji,-8.3946,37.1123,36121.87,Operational,Expert,7082972,africa,geoglows,Tanzania,Tropical
Rufiji_kilombero_km0424,Kilombero,Rufiji,-8.2801,37.0651,36121.87,Operational,Expert,7082972,africa,geoglows,Tanzania,Tropical
Rufiji_kilombero_km0488,Kilombero,Rufiji,-8.1901,36.6929,32630.25,Operational,Automatic,7082711,africa,geoglows,Tanzania,Tropical
Rufiji_kilombero_km0503,Kilombero,Rufiji,-8.2224,36.5889,24875.39,Operational,Automatic,7082810,africa,geoglows,Tanzania,Tropical
Rufiji_kilombero_km0559,Kilombero,Rufiji,-8.4305,36.3451,22813.59,Operational,Expert,7083167,africa,geoglows,Tanzania,Tropical
Rufiji_luwegu_km0446,Luwegu,Rufiji,-9.1261,37.2534,13474.82,Operational,Automatic,7083868,africa,geoglows,Tanzania,Tropical
Rufiji_luwegu_km0511,Luwegu,Rufiji,-9.4101,36.8851,11325.33,Operational,Automatic,7084111,africa,geoglows,Tanzania,Tropical
Rufiji_luwegu_km0515,Luwegu,Rufiji,-9.4294,36.8559,11325.33,Operational,Automatic,7084111,africa,geoglows,Tanzania,Tropical
Rufiji_rufiji_km0071,Rufiji,Rufiji,-8.0495,39.0606,178328.5,Operational,Expert,7082551,africa,geoglows,Tanzania,Tropical
Rufiji_rufiji_km0077,Rufiji,Rufiji,-8.0176,39.0286,178328.5,Operational,Expert,7082551,africa,geoglows,Tanzania,Tropical
Rufiji_rufiji_km0097,Rufiji,Rufiji,-8.0011,38.8724,222.73,Operational,Expert,7082575,africa,geoglows,Tanzania,Tropical
Rufiji_rufiji_km0135,Rufiji,Rufiji,-7.9234,38.6219,166993.05,Operational,Automatic,7082426,africa,geoglows,Tanzania,Tropical
Rufiji_rufiji_km0167,Rufiji,Rufiji,-7.8484,38.3704,164626.34,Operational,Automatic,7082343,africa,geoglows,Tanzania,Tropical
Rufiji_rufiji_km0193,Rufiji,Rufiji,-7.7481,38.1929,1105.73,Operational,Expert,7082246,africa,geoglows,Tanzania,Tropical
Rufiji_rufiji_km0301,Rufiji,Rufiji,-8.1967,37.6249,71686.98,Operational,Automatic,7082791,africa,geoglows,Tanzania,Tropical
Rufiji_rufiji_km0316,Rufiji,Rufiji,-8.2846,37.5336,70460.22,Operational,Automatic,7082850,africa,geoglows,Tanzania,Tropical
Rufiji_rufiji_km0706,Rufiji,Rufiji,-7.5668,35.0347,27501.07,Operational,Expert,7082048,africa,geoglows,Tanzania,Arid
Saloum_marigot-De-Faoye_km0015,Marigot-de-faoye,Saloum,14.1571,-16.5834,9584.97,Operational,Automatic,7039983,africa,geoglows,Senegal,Arid
Saloum_saloum_km0039,Saloum,Saloum,14.1634,-16.2789,14818.91,Operational,Automatic,7039763,africa,geoglows,Senegal,Arid
Saloum_saloum_km0066,Saloum,Saloum,14.1104,-16.1146,12841.5,Operational,Automatic,7039836,africa,geoglows,Senegal,Arid
Sanaga_djerem_km0667,Djerem,Sanaga,5.5171,13.0886,28624.16,Operational,Expert,7062663,africa,geoglows,Cameroon,Tropical
Sanaga_djerem_km0762,Djerem,Sanaga,6.1748,12.8126,22961.17,Operational,Automatic,7061187,africa,geoglows,Cameroon,Tropical
Sanaga_djerem_km0767,Djerem,Sanaga,6.1957,12.7724,22961.17,Operational,Automatic,7061187,africa,geoglows,Cameroon,Tropical
Sanaga_djerem_km0780,Djerem,Sanaga,6.2619,12.7869,22378.52,Operational,Automatic,7061007,africa,geoglows,Cameroon,Tropical
Sanaga_djerem_km0781,Djerem,Sanaga,6.2649,12.7924,22378.52,Operational,Automatic,7061007,africa,geoglows,Cameroon,Tropical
Sanaga_djerem_km0858,Djerem,Sanaga,6.5806,13.1886,11969.05,Operational,Automatic,7060651,africa,geoglows,Cameroon,Tropical
Sanaga_djerem_km0883,Djerem,Sanaga,6.6388,13.3391,10787.02,Operational,Automatic,7059891,africa,geoglows,Cameroon,Tropical
Sanaga_lom_km0628,Lom,Sanaga,5.378,13.4576,20233.53,Operational,Expert,7063008,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0376,Mbam,Sanaga,5.0306,11.1101,25814.68,Operational,Automatic,7064041,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0420,Mbam,Sanaga,5.3272,11.1211,23635.9,Operational,Expert,7063164,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0431,Mbam,Sanaga,5.3904,11.1829,23335.71,Operational,Automatic,7063038,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0481,Mbam,Sanaga,5.7234,11.2641,15052.2,Operational,Expert,7062434,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0494,Mbam,Sanaga,5.7991,11.2921,14412.97,Operational,Expert,7062086,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0496,Mbam,Sanaga,5.8,11.2816,14412.97,Operational,Expert,7062086,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0518,Mbam,Sanaga,5.9551,11.2755,11621.19,Operational,Expert,7061765,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0519,Mbam,Sanaga,5.9571,11.274,11621.19,Operational,Expert,7061765,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0520,Mbam,Sanaga,5.9574,11.2739,11621.19,Operational,Expert,7061765,africa,geoglows,Cameroon,Tropical
Sanaga_mbam_km0545,Mbam,Sanaga,6.0196,11.4447,7476,Operational,Expert,7061557,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0001,Sanaga,Sanaga,3.5561,9.6541,135126.22,Operational,Automatic,7066591,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0028,Sanaga,Sanaga,3.6084,9.8599,135126.22,Operational,Expert,7066591,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0062,Sanaga,Sanaga,3.7754,10.0736,134041.62,Operational,Expert,7066274,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0128,Sanaga,Sanaga,4.0741,10.4296,133600.18,Operational,Automatic,7066143,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0198,Sanaga,Sanaga,4.1199,10.9059,128876.35,Operational,Expert,7065593,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0201,Sanaga,Sanaga,4.1294,10.9299,128876.35,Operational,Expert,7065593,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0285,Sanaga,Sanaga,4.4921,11.4579,80481.64,Operational,Automatic,7065069,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0347,Sanaga,Sanaga,4.4722,11.8709,74909.04,Operational,Expert,7064961,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0357,Sanaga,Sanaga,4.5214,11.9343,70244.08,Operational,Automatic,7064865,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0407,Sanaga,Sanaga,4.6679,12.2134,67999.15,Operational,Automatic,7064687,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0443,Sanaga,Sanaga,4.7747,12.4559,66892.51,Operational,Automatic,7064534,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0470,Sanaga,Sanaga,4.9286,12.6231,63841.29,Operational,Expert,7064045,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0514,Sanaga,Sanaga,4.9946,12.9716,61274.43,Operational,Expert,7063936,africa,geoglows,Cameroon,Tropical
Sanaga_sanaga_km0531,Sanaga,Sanaga,4.9208,13.0894,60340.57,Operational,Automatic,7064036,africa,geoglows,Cameroon,Tropical
Sassandra_sassandra_km0012,Sassandra,Sassandra,5.0483,-6.1746,69659.5,Operational,Automatic,7063786,africa,geoglows,Ivory Coast,Tropical
Sassandra_sassandra_km0114,Sassandra,Sassandra,5.6444,-6.5196,65417.99,Operational,Expert,7062561,africa,geoglows,Ivory Coast,Tropical
Sassandra_sassandra_km0196,Sassandra,Sassandra,6.0356,-6.7926,63268.7,Operational,Automatic,7061538,africa,geoglows,Ivory Coast,Tropical
Sassandra_sassandra_km0211,Sassandra,Sassandra,6.1331,-6.8779,49753.27,Operational,Automatic,7061312,africa,geoglows,Ivory Coast,Tropical
Sassandra_sassandra_km0274,Sassandra,Sassandra,6.4029,-7.2853,8505.99,Operational,Expert,7060816,africa,geoglows,Ivory Coast,Tropical
Sassandra_sassandra_km0287,Sassandra,Sassandra,6.4611,-7.3552,7902.45,Operational,Expert,7060474,africa,geoglows,Ivory Coast,Tropical
Sassandra_sassandra_km0384,Sassandra,Sassandra,7.2719,-7.0684,34637.05,Operational,Automatic,7058206,africa,geoglows,Ivory Coast,Tropical
Sassandra_sassandra_km0395,Sassandra,Sassandra,7.3556,-7.0725,34637.05,Operational,Expert,7058206,africa,geoglows,Ivory Coast,Tropical
Sassandra_sassandra_km0423,Sassandra,Sassandra,7.5205,-7.0354,31808.23,Operational,Expert,7057623,africa,geoglows,Ivory Coast,Tropical
Sassandra_sassandra_km0440,Sassandra,Sassandra,7.6106,-7.0152,30952.94,Operational,Expert,7057291,africa,geoglows,Ivory Coast,Tropical
Save_runde_km0391,Runde,Save,-21.3338,32.2256,46931.38,Operational,Expert,7098210,africa,geoglows,Zimbabwe,Arid
Save_runde_km0400,Runde,Save,-21.3859,32.1736,46202.6,Operational,Automatic,7098283,africa,geoglows,Zimbabwe,Arid
Save_runde_km0464,Runde,Save,-21.1886,31.7936,38612.67,Operational,Automatic,7098057,africa,geoglows,Zimbabwe,Arid
Save_runde_km0479,Runde,Save,-21.2277,31.6666,37962.3,Operational,Expert,7098056,africa,geoglows,Zimbabwe,Arid
Save_runde_km0520,Runde,Save,-21.1816,31.3279,26343.94,Operational,Expert,7097988,africa,geoglows,Zimbabwe,Arid
Save_save_km0028,Save,Save,-21.024,34.8876,116709.13,Operational,Automatic,7097927,africa,geoglows,Mozambique,Tropical
Save_save_km0066,Save,Save,-21.1089,34.6186,115847.12,Operational,Automatic,7097972,africa,geoglows,Mozambique,Tropical
Save_save_km0086,Save,Save,-21.1672,34.4569,220.22,Operational,Expert,7097971,africa,geoglows,Mozambique,Tropical
